"x","y","h15ptot"
553250,147050,3
550750,169050,10
551050,159050,3
551150,168750,3
551750,170550,8
550850,168450,59
551150,150250,3
550850,168250,12
555050,158550,5
555050,153050,29
555050,158650,9
555050,172050,3
555050,146250,30
554950,170250,8
555050,145950,29
555050,162050,3
555050,147750,3
541750,156250,3
541850,155850,9
541450,156150,3
528850,152150,6
528850,163650,3
545250,149750,7
512450,165350,3
535550,155150,3
535750,152550,24
532650,151550,9
531250,160950,3
549550,165450,3
550450,156550,3
534250,171750,3
516950,146750,3
518350,149750,3
520550,147450,3
545350,154250,3
544050,170850,3
545650,164950,3
553050,155750,3
550650,150550,3
548950,162350,3
552650,163250,3
554350,164650,3
544350,171950,3
546150,154450,3
544750,149550,3
545650,166150,3
554950,158350,3
536350,167650,3
512550,148850,3
547850,150250,3
548350,155350,3
549950,159750,3
532450,155050,3
515250,154450,12
515550,146050,14
515650,154550,42
516550,148150,3
517450,148650,3
517550,146850,28
515350,168850,3
515350,146850,3
517550,159250,3
517850,147950,3
517950,147950,8
517950,149150,3
518050,148050,3
518050,146550,3
518250,161450,6
518450,156350,12
518550,148050,4
523150,163850,4
518750,160950,3
518750,152450,3
520050,149550,5
520250,149250,3
523850,147850,39
520350,150650,10
524150,162550,3
524250,149050,11
520650,171850,3
520750,151750,3
521950,149050,7
522050,153050,5
523450,154550,3
523450,147750,5
523450,147850,3
520850,152750,3
522150,147250,10
524050,148050,9
521050,166450,3
521150,166750,3
524250,171350,3
524250,155750,5
519450,171050,4
521250,147950,7
521250,163650,3
522350,151050,3
522450,159550,3
523650,153750,5
521350,163950,4
522550,151650,12
521450,163650,13
522650,168950,3
522650,147050,3
522650,151850,8
522650,159550,10
524450,149150,6
521550,163750,8
521650,158350,3
521650,147450,3
522850,168750,3
519650,149650,33
515050,154750,16
515050,145950,61
515450,146150,45
517150,147150,3
517250,158850,3
516050,146550,16
512750,151350,8
513150,151650,8
513950,151450,7
514850,152350,3
514950,145550,9
514950,169150,22
512050,145650,3
513550,151650,3
512150,142450,4
512350,145750,16
514650,145250,5
512350,143150,4
512350,152650,7
512550,145950,9
512650,145750,5
513750,143750,3
529850,162050,26
529850,153350,34
529850,164850,3
530050,163250,8
530250,168850,9
530350,151750,11
529950,163250,3
530350,169250,7
530550,166750,17
530550,151350,3
532550,152350,7
530750,151350,3
531050,153950,6
532050,155650,53
532150,155750,80
532650,156550,19
532650,157450,11
532150,152250,8
532150,151750,5
532850,155850,5
531250,161050,10
531250,154050,29
532250,151150,4
533050,160350,5
533050,170350,11
533050,155350,3
530850,161850,3
531350,151750,23
532350,151350,42
531550,154450,3
532350,151250,3
530950,159050,6
531550,163350,3
531550,154250,134
531650,151650,38
531650,152150,3
532450,153250,103
532450,153350,87
532750,157250,7
531850,154250,3
525250,171550,3
526250,151550,7
524950,172050,6
525050,171550,9
526350,171950,15
526350,153750,3
526450,151350,27
526450,152050,5
526550,172050,9
526650,158550,11
526750,153250,5
526950,151850,4
527150,151850,88
527150,160650,5
527150,155850,3
527250,151950,15
529150,168950,29
529450,171950,16
529550,167650,23
527350,151850,67
527350,151750,30
527350,151650,34
527350,152350,6
528150,151950,4
528650,167350,5
527350,161050,6
527350,153050,3
528150,153350,3
528250,152550,16
528750,156450,31
529350,152950,8
527550,151850,23
528250,159650,3
529150,155450,3
528450,152350,30
529650,162750,5
525150,153450,3
525650,153050,8
525650,153150,5
526050,156950,3
525850,154050,3
524650,152650,3
536350,153250,29
536350,168150,7
536450,155150,3
536750,153650,119
536750,161150,3
537950,165550,19
537950,152550,18
537350,152750,8
537350,154750,119
537750,151750,172
538050,151850,66
538050,156550,9
538050,152350,16
536950,167050,3
537450,154450,62
537450,154350,13
537050,161450,5
537850,166050,17
537850,157350,3
538150,151250,3
538150,152950,135
537150,153850,42
537650,154850,48
537650,154350,16
537650,151550,113
537950,160850,3
537250,159950,6
537650,156750,3
537250,152350,58
537250,152750,3
536550,156750,5
536250,159950,29
536550,157150,3
533350,158850,4
533550,152050,4
533950,154150,68
533950,155250,45
533450,153350,39
533650,152250,8
533850,154850,15
534050,155250,22
535750,163650,19
535750,155350,3
534250,154150,45
534850,154850,9
535250,155250,3
535850,163550,3
534250,153950,63
536050,159750,11
534350,154850,33
536150,153350,110
536150,155050,3
535450,156050,3
535450,159450,16
535450,155650,3
535850,155950,3
534450,154250,3
535450,165250,9
535550,154150,78
535550,154350,16
536150,164250,5
534550,154850,50
535150,154150,19
535550,156750,3
536050,154150,14
534650,154350,64
535650,159150,3
535750,159150,9
535750,159050,3
533250,160250,7
533250,154050,5
533650,154950,22
533850,154150,11
533250,170650,3
533550,170750,14
539750,155050,5
540050,151450,33
540150,153650,16
540250,160450,3
540350,163050,42
540350,150950,10
540350,152150,13
541550,151350,5
540650,151850,15
541150,157350,3
541150,150850,105
541650,150750,116
541750,151050,8
541750,150650,73
541850,150850,11
541850,150750,26
540450,165250,14
541950,150550,29
541350,151650,16
541350,167450,3
540850,150650,6
541350,154850,4
541350,151550,4
540550,152550,40
540550,151550,21
540850,154350,25
540550,152150,12
540550,151350,43
540950,150650,21
540950,151950,18
540950,151550,7
541450,155850,7
541750,154650,3
540950,162050,3
541050,150850,17
541050,156450,5
542050,169650,7
542050,150550,4
542050,154950,6
541050,167450,3
541050,155750,4
540050,152850,19
538250,155250,16
538350,153650,195
538350,158650,3
538450,165750,11
538450,151050,3
538550,151750,83
538350,152350,10
538350,151950,86
538650,151550,66
538650,167150,3
539450,154250,92
539450,151650,178
538850,166350,24
538950,160850,11
539150,151050,30
539650,154550,17
538750,159250,5
538750,167050,9
538950,151150,41
539550,153050,76
539250,159150,5
538750,156850,3
539050,167550,6
539050,161050,31
538850,152650,136
539350,155550,3
538850,160750,3
539050,156150,3
539350,171350,12
538850,159550,3
539050,162650,3
539150,160450,9
539350,171550,7
538450,163050,3
546750,162150,4
547350,162650,3
547550,156250,7
547550,155950,3
547050,162850,3
547550,158250,4
547650,158150,7
547650,162750,3
548650,148550,19
549350,166350,3
550050,159650,7
550150,159550,4
548750,160750,12
550450,157750,3
548750,154850,11
550650,168550,29
548050,154450,3
548050,158550,3
548050,162750,3
548850,159950,10
550250,158350,3
548850,148350,3
548150,166350,3
548150,165950,3
548950,164150,3
550150,149250,3
548250,149450,3
548250,166350,3
548250,158450,3
549050,148750,3
549750,157850,9
549150,158250,4
549150,148050,38
549150,161250,7
549150,149850,3
550550,166650,3
549250,163850,4
549250,148250,37
549250,147450,21
549250,165350,3
548550,160450,4
548550,159250,3
546650,155750,3
546950,163650,3
542150,151850,13
542150,155050,13
542350,154050,3
542550,161650,7
542850,155550,3
542850,151250,4
542350,156150,5
542650,155650,3
542650,151150,3
542950,150550,3
543050,155750,8
543150,150050,3
543250,171550,3
545750,160650,3
543550,166550,19
544250,166550,4
545150,148950,31
543650,151350,3
546150,154150,3
546150,152850,3
544550,151150,7
544550,150250,7
544550,155950,3
544550,149950,6
545350,148850,10
545950,156550,3
543850,171150,4
543850,149650,3
544550,151350,3
546250,152350,4
546250,158850,3
545450,149150,3
546450,150950,3
544050,149550,8
544050,154850,3
544050,167550,3
546050,156050,3
546050,171350,4
544050,167850,3
544050,149750,3
544850,167950,3
544950,171850,3
544950,150350,3
544950,150050,4
544950,153450,3
545650,166450,10
546250,159750,3
544150,150850,3
544150,156850,3
545650,149950,3
546450,153850,3
542050,155050,3
542250,154150,3
542450,150550,40
542650,152550,3
553650,146750,11
553650,146050,15
553750,164950,5
553650,162350,3
553750,146350,56
553750,156050,3
553950,164650,5
553950,162350,3
554050,162250,3
554050,153250,3
554550,164450,7
554550,146950,31
554750,163850,5
554750,151750,14
554250,163950,3
554550,163350,4
554150,164750,10
554150,147550,6
554350,162650,3
554650,147750,6
554150,163550,3
554650,151550,12
554150,156250,3
554950,156050,5
554950,151750,3
554950,150350,9
553650,157350,12
553750,157150,3
553650,152450,3
551250,159250,4
551550,149650,3
552050,157550,6
552150,160050,3
552150,155950,3
553250,153050,6
553350,152450,6
553350,155050,3
552350,165950,7
553550,152650,4
552450,157650,3
553150,157750,5
553150,159550,3
553550,159850,3
552950,158350,5
552950,163450,4
553250,159750,3
553450,160250,3
553550,146650,3
552650,157150,3
553550,150150,3
550750,148050,8
550750,163550,3
551750,146750,3
551550,167150,3
554950,159550,3
554950,146850,31
540250,162950,3
535450,168550,3
528650,159850,3
539250,167250,3
550850,147950,3
549050,163450,3
513650,149650,3
520950,147650,3
531250,153350,19
531250,158750,3
530950,160550,3
555050,165550,3
542250,153850,3
516450,148750,3
525450,156650,3
526650,151850,3
539750,163050,3
536250,159150,3
551950,151250,3
530550,153750,3
532450,158550,3
542550,164550,3
515650,146050,46
516450,148250,3
516550,147850,3
517550,159050,11
515350,145850,15
517950,149350,3
517950,148650,3
523050,158750,3
523150,154750,6
523250,153850,3
518550,149250,3
518650,161750,8
518650,161850,6
523250,164250,11
521850,152650,9
523850,150550,3
518850,146750,3
520250,149650,3
524150,148950,14
524150,150750,13
520750,151850,4
520750,166450,3
523450,164250,20
520850,165650,3
520850,162250,3
520950,150450,7
520950,163650,10
522150,156150,3
522250,156150,6
524050,149150,7
522250,152050,3
522350,147550,3
522350,152450,7
522350,147050,3
519450,151350,9
519450,150150,9
524050,165050,3
519550,170350,3
521450,163750,16
521450,163550,6
521550,146950,5
522650,147350,3
522750,157950,3
521650,152750,18
521650,163650,3
521650,147050,12
522850,155350,7
522850,153950,4
519750,146650,3
515450,148750,3
515850,151850,3
512750,143550,6
513850,169050,3
513350,151550,8
514150,151450,3
513350,143250,5
512150,142750,9
514350,168850,5
514650,145150,3
514650,167850,4
512550,143250,3
514950,154650,3
512650,151350,3
513650,146650,4
513750,149450,9
529850,153650,11
529950,162550,19
529950,153650,7
529950,162950,21
530050,152050,3
530250,152850,3
530150,153650,6
532550,155550,20
530750,153850,3
531150,153350,42
532650,155650,38
532650,154650,3
531150,153050,5
532150,154050,3
530750,154550,3
531250,158850,20
531250,154250,7
533050,161850,5
530850,161550,7
530850,161150,10
531350,153850,9
532350,152650,6
532950,154350,5
530850,152550,3
531450,154750,3
532350,153150,25
532450,155350,3
532950,153750,64
532050,152050,3
532750,160350,3
529750,153250,34
529750,151950,3
530050,163150,9
530050,164750,14
529850,152350,28
530250,152450,3
524750,151050,3
525250,150350,4
525250,154150,3
525350,153350,3
526250,151450,12
526250,171850,5
526250,153650,3
526350,158650,4
526350,153450,19
528950,156350,7
529050,152650,7
527150,152050,9
527250,151150,25
528650,156650,4
529250,155350,11
527250,152250,10
527250,160850,3
528650,168150,5
528650,162550,3
527350,152250,12
528150,153450,6
527450,155450,3
528750,162250,7
528750,156550,3
529350,155150,3
528750,152550,6
529650,153450,5
529650,167650,20
528350,159650,7
528850,168950,8
527650,152250,3
528850,157850,19
528850,167550,18
527750,165350,6
528450,162050,3
528550,168850,3
528950,157750,5
524550,158150,9
525550,153650,3
525150,148950,3
524750,148350,13
524750,150750,3
524750,152850,3
536250,152150,48
536250,157250,22
536350,153750,118
536450,159250,14
536450,153750,63
536550,152050,67
536450,159050,5
536750,153950,55
536750,159450,4
537950,153850,107
536950,154050,173
537350,159950,4
537350,162850,5
538050,157350,3
538050,160150,8
538050,154650,65
537450,171650,4
538150,155750,7
538150,165450,21
537050,153650,34
537850,156750,8
538050,162750,3
537550,151550,191
537850,162850,3
538150,165150,5
537550,152150,9
537850,151450,18
537950,158150,3
537950,156850,6
536250,159250,103
536250,154850,7
536550,165050,5
536550,165250,3
536650,161150,7
533350,160350,3
533550,152150,8
533750,156050,3
533850,154350,89
533950,153850,19
533950,156750,9
533650,154350,125
533950,154350,24
534050,163250,3
534150,156350,10
535750,165050,12
535850,154750,18
535850,159750,24
534850,154250,41
535350,154550,131
535350,163250,7
535950,153950,26
534350,156050,10
535350,163350,4
536150,163450,3
536150,152150,93
535850,155550,4
534450,154450,16
535050,153150,29
534450,153850,22
534450,155250,3
535550,152450,4
536150,170050,3
535150,157350,5
535150,157450,4
535550,155350,4
535950,157350,9
535650,163650,25
534650,170150,3
535250,152750,3
533250,170450,7
533250,171050,11
533850,152350,9
539750,153650,119
539850,153550,82
539850,153850,47
539850,171050,3
539850,151350,46
539850,151650,37
539850,150950,55
540150,152150,20
540150,155350,17
540250,152150,35
540250,152850,6
540250,152450,23
540250,153450,5
540250,150950,12
540350,153050,7
541750,161250,7
541850,151050,5
541850,169350,4
540450,156550,8
540450,151850,15
540750,154550,40
541250,155750,3
541950,152050,33
541950,156250,6
541950,152150,13
540550,156550,7
540950,156350,7
540650,152750,36
540650,153050,4
541050,155350,29
541050,154850,10
542050,157050,3
542050,152550,5
539750,151550,9
540050,170850,3
540050,157750,3
538250,156450,9
538250,153050,77
538250,154650,115
538350,157350,10
538350,151750,48
538550,156750,3
538550,155350,7
538550,153550,3
539450,157250,9
538950,166350,26
538950,166450,9
539150,152850,44
539650,151350,71
538750,159650,29
538750,151250,19
539250,153050,79
539550,157250,3
539550,153150,54
538750,165850,47
538950,159750,4
538950,166050,3
539050,159550,8
539350,152450,49
547050,149050,22
547050,159450,3
547050,156850,7
547750,148850,3
547750,154950,4
549950,151450,3
550050,148750,3
548650,160550,3
549350,163750,3
548750,149650,12
550450,167750,3
550450,169050,3
547950,154350,3
547950,162750,3
549450,161450,3
550650,163550,5
550650,150750,3
548050,161950,3
548850,168050,3
549550,155050,3
549550,163250,9
550250,152150,3
550550,169550,3
550550,167750,3
548150,162650,3
548150,154950,3
548150,159650,3
548950,161750,3
549650,147250,9
550150,160350,6
549050,167350,8
550350,162850,7
549150,167450,3
548450,154250,3
546550,165550,3
546650,155850,3
547250,156450,14
547450,162950,3
547250,162750,3
542250,150350,54
542550,156050,3
543050,156950,6
543050,167550,3
543150,156650,18
543250,167750,3
543250,156550,14
543450,150750,3
545750,150450,5
545750,150150,5
545750,149350,3
543550,151550,14
544250,150750,16
544350,149550,3
545150,164550,4
545850,171250,3
543650,155350,11
546150,168750,7
543750,155650,9
544450,149550,3
544550,150050,10
545250,153750,3
545250,164850,3
546350,160750,3
546350,153550,4
546350,150050,3
543750,151750,7
543750,154950,3
545950,154850,9
544650,152350,3
545450,150250,3
545450,154250,7
545450,154450,3
546250,152550,9
545550,155750,3
544050,171250,5
546050,153750,3
546050,153950,3
546050,155750,6
544950,148650,5
544950,151850,3
544950,148950,24
545650,155850,3
544150,171650,14
545050,148950,34
545050,170350,14
545750,148750,13
546550,153950,3
545050,156250,3
546150,149450,3
542250,161350,21
542450,164450,9
553650,145950,3
553750,159650,4
553650,159550,3
553950,145650,61
553950,154750,24
554050,153150,3
554250,152550,3
554550,146650,13
554550,151550,4
554050,148650,3
554350,147850,4
554350,147650,13
554650,146150,17
554650,146950,28
554150,157650,6
554650,146850,92
554650,164250,3
554450,158650,3
554450,164950,3
554450,171950,3
553850,171150,3
551150,159450,3
551250,159450,3
551550,169050,3
551750,153450,3
551850,170950,3
551950,162350,3
552050,161350,3
552050,153550,3
552150,157050,3
552150,165850,5
552250,166150,3
553350,147650,7
553050,146650,6
552250,149350,3
552750,161350,3
553450,165950,5
553050,159850,3
553550,163450,3
552850,163350,8
553450,157450,4
552950,151850,3
553350,152650,4
552950,164550,3
552950,158150,3
552650,160650,3
553250,163450,3
550750,169250,15
551050,158850,3
551050,152150,3
551350,158150,4
551450,169150,21
551450,155850,3
550850,147850,3
551450,147450,3
551750,149650,3
555050,145450,30
555050,146150,45
554950,149750,3
555050,149350,4
555050,170350,3
537050,160050,3
547050,155850,3
533950,153050,3
535450,163850,3
535450,163550,3
528450,163450,3
525750,154850,3
536850,166950,5
514250,144350,3
545550,158850,3
553750,169350,3
551650,159550,5
536450,160450,3
547350,162850,3
546650,152050,3
546950,155650,3
555050,153550,3
524050,147650,3
532550,156450,18
532450,151250,3
549650,158050,3
549050,160850,3
551150,156650,3
549350,162450,3
524950,150950,3
523550,150550,3
549950,158850,3
553250,153350,3
515250,156950,7
515650,145950,9
515650,147050,27
517450,159150,16
517450,158950,3
515750,157450,3
517050,147150,3
517550,148650,3
517850,147050,20
518350,147950,11
518450,161550,9
518550,147950,3
518550,150250,3
518650,161950,5
519850,147950,3
523350,154850,7
523350,164250,10
518850,161850,17
518850,160950,3
519950,146550,3
520050,171550,3
520150,149650,3
521850,152950,3
520250,148750,3
520350,149050,3
524150,148350,9
520550,171850,3
520750,150650,5
520850,166450,3
520850,150350,3
522150,149050,3
519350,149650,12
521050,163650,4
521050,148050,3
521150,147850,3
522250,152750,3
522350,159550,20
521250,166750,9
523650,158750,5
522550,159250,14
522550,169050,3
524450,152350,11
524450,158150,4
521650,148750,17
522850,156450,4
522950,155350,3
523750,156950,3
523750,150450,3
519650,150250,3
515450,153950,14
515450,146850,3
517150,148250,5
515150,153950,3
516050,147950,3
512850,165850,3
513050,150350,3
513950,166850,11
514050,149650,11
514050,150450,3
514750,168050,3
514750,145750,8
513250,144650,3
514250,147550,3
512150,145850,24
514350,167250,3
514650,147050,3
512350,145650,9
513750,153050,3
529850,152450,59
529850,155150,3
530050,162950,10
530350,152350,16
530550,167050,7
530550,165550,4
530550,167250,3
530650,152150,3
532550,155650,21
532550,153850,6
530750,158750,9
531050,152350,3
531050,158750,26
532150,156350,11
532150,163850,7
532150,156550,7
530750,151850,35
531150,154250,32
531150,153150,3
532850,151850,25
532850,152050,36
531250,159150,11
530850,161350,22
531350,154550,10
532250,163950,13
532250,167550,4
532750,155850,19
531350,153750,6
532350,155250,3
533150,158750,4
530950,152650,11
531650,151150,3
531750,163750,8
532450,151550,47
532450,152750,9
532450,152950,62
531950,156250,16
531950,155950,7
533150,157150,3
532050,158850,9
529750,152450,45
530050,164650,10
530350,166650,3
524850,150950,3
524850,148650,11
524850,148750,13
525950,153350,3
526250,166150,9
524950,152750,3
525450,151250,10
525950,150450,3
526350,171850,4
528550,159850,15
528550,167950,6
529050,167250,3
529050,168850,20
529050,155750,3
527250,151550,21
528550,156650,3
528650,156450,13
528650,152550,119
529450,167950,23
529450,155550,3
527350,151150,37
527450,152250,8
528150,152250,3
528750,159650,4
529350,165450,3
527450,161250,3
527550,151250,93
527550,151150,86
528350,152450,15
528350,152250,8
528850,162850,6
528850,162450,7
528850,163550,3
528850,161450,4
527850,152150,29
527850,165550,3
528450,168250,3
525150,150450,5
525550,151150,3
525550,165250,3
525550,171450,3
525250,171750,3
526250,163150,3
536250,167950,12
536250,152450,110
536350,159550,33
536450,161250,11
536550,153850,71
536450,168250,3
536650,165150,3
536750,161250,45
536750,153250,134
536750,153450,10
536850,154150,215
537950,152950,140
537250,152150,124
537350,152450,30
537750,152750,74
538050,152650,98
538050,156950,7
538050,156750,9
536950,166950,3
537450,151450,80
537850,160850,6
538150,154750,90
538150,155550,8
537450,166550,3
537850,165550,11
537050,151850,56
537550,152050,57
537550,151450,70
537850,152450,8
537150,154150,76
537550,156650,5
537650,151950,54
537950,154850,3
537950,160050,4
537250,156350,3
536250,154950,3
533350,158650,8
533550,154550,18
533750,154050,39
533950,164350,8
534050,164150,4
534150,164650,20
535750,153850,84
535750,152950,58
534250,155750,3
535250,155050,22
535350,156250,9
536050,167750,12
536050,159550,20
534250,161850,3
534350,154350,113
534350,166450,4
536150,157250,20
535850,159950,12
535050,154550,22
535050,155050,15
535450,163750,5
536150,154950,3
535550,156450,3
535550,152350,81
535950,156650,36
535650,152950,105
535650,152050,3
535650,154050,80
536050,153950,58
535650,155050,28
536150,160050,3
533250,160750,12
533250,153550,83
539850,154950,10
539950,152850,37
540050,152450,9
539850,150850,18
540150,155150,103
540250,155850,3
540350,153350,5
540350,152550,14
541550,154550,3
541650,161650,8
541650,155950,17
540650,152950,3
540650,172050,5
540750,151150,75
541150,154750,8
541150,155050,6
541150,155150,8
541150,161850,3
540350,150850,8
541250,155850,3
541250,167450,19
541750,161450,34
541850,155950,10
541250,151950,3
541250,154950,10
541250,168650,3
541950,152250,14
540450,162650,3
540450,163350,3
540850,156950,7
541250,151750,4
541350,161050,3
541350,156150,3
541850,169650,3
541350,155750,3
541950,161150,25
540550,152650,58
540950,154050,3
541750,152050,10
540650,155550,3
541050,155050,13
541450,157450,3
542050,156150,8
542050,156250,6
542050,161450,3
542050,169350,3
540650,155450,22
540150,155950,3
539950,151350,6
538250,165750,5
538450,152950,27
538450,167650,3
538550,166050,22
538550,151450,114
538550,155550,12
538250,154150,84
538550,157050,5
538650,159650,3
539450,154350,49
539450,153450,47
539450,155650,3
539450,157150,4
539450,151750,112
539450,152750,67
539450,152850,89
538950,151850,47
539150,151350,31
539650,153150,78
538750,159550,8
538750,165950,27
539150,154150,3
539250,155350,4
539550,153950,51
538950,159350,3
539250,165650,4
538750,167850,3
539350,150950,20
539350,153250,84
538850,167350,3
539350,170750,6
538350,154850,16
538250,153650,87
538450,156550,11
547650,158750,3
547650,157950,3
547750,158250,7
547750,150350,3
549950,171850,3
550050,155150,3
550050,166850,3
548650,149950,11
548650,160850,10
549350,164150,6
550050,156450,3
548750,153350,3
548750,162350,3
550450,154450,3
549450,147250,3
548850,150250,3
548850,164050,3
549550,147850,15
549550,163450,3
549550,163350,9
548850,161050,3
548950,154950,10
550450,168250,8
550350,151750,3
548350,158650,3
548350,149250,3
549850,158550,11
550550,168250,31
549150,164250,3
549250,157850,5
549950,165950,3
548550,156050,3
546550,160650,3
546550,167350,7
547250,164950,4
542150,152450,8
542150,151750,16
542350,151750,28
542850,151650,14
542350,153550,3
542650,172050,3
543050,156850,6
543150,152650,3
543150,156550,4
543350,151950,3
543350,150950,4
543350,150450,3
543450,166350,3
545750,155250,3
545750,149150,3
545850,151950,6
543550,171650,3
545150,158950,4
545850,151350,3
544450,166150,4
546150,171250,11
546150,171050,9
543650,151550,7
543650,155050,7
543750,151050,7
544550,151050,12
545250,154750,3
545250,150650,3
543750,155250,3
543750,164150,11
545250,148950,4
545350,153150,3
545950,154950,8
545950,164750,3
545350,155350,3
543950,151250,3
544650,167850,3
545450,153450,3
545550,156550,3
543950,171450,8
544050,149850,15
544750,150350,3
545550,149550,8
544150,149950,7
544850,150150,4
544850,148750,3
545650,154350,33
545650,149050,4
546550,168950,3
545750,154050,3
546150,160350,3
542450,151650,11
542450,153350,9
542450,164650,5
553650,147050,8
553750,147150,11
553950,148050,6
553650,148050,4
553650,159050,3
553650,151950,3
553950,157650,3
553950,147750,9
553950,160150,3
554250,146050,18
554750,170350,6
554050,158450,3
554550,148150,14
554850,160450,3
554850,146650,42
554550,151850,3
554550,165850,3
554750,152650,3
554850,152550,4
554150,166050,3
554950,150850,15
554450,148350,8
554950,146550,22
554250,153150,3
553550,154550,3
553750,165550,3
551250,157350,3
551550,162850,3
551650,169250,3
551650,162350,9
551650,157850,3
551950,163550,3
552050,149250,3
552050,165650,3
553350,152850,7
552250,169050,3
552750,146750,12
553050,163550,5
552350,166550,3
552750,148250,3
553550,147450,20
553550,160250,6
553150,149550,3
552450,163350,7
552850,155550,5
552950,147750,3
553550,161850,3
552650,157550,3
553250,153450,3
553250,152450,4
553450,153250,3
551050,148550,3
551450,158950,3
551750,162050,6
551550,168950,3
551750,170450,3
550850,147450,9
554950,170350,4
555050,146650,18
555050,163550,11
537650,165850,3
536250,165150,3
534850,156750,10
533450,156050,3
539850,154750,3
537450,156750,3
545550,150650,3
553250,160150,3
518750,163050,3
549350,155650,3
523450,150650,3
543350,157250,3
517450,148150,3
519150,161550,3
532550,155450,14
532750,151350,3
545650,156050,3
545650,156250,3
552350,147750,3
548650,148250,3
548150,150350,3
550350,164350,3
549750,156450,3
551750,171250,3
554550,163850,3
542150,161250,8
543050,150250,33
553850,166950,3
542150,161650,3
537750,165450,3
514350,147950,3
512050,145450,3
514350,144450,3
551650,153450,3
550250,161050,3
531250,152250,3
516650,146750,10
517450,150350,14
517550,146950,19
515350,148350,3
517750,148750,3
518150,148250,8
518450,146550,3
518450,161150,3
523050,156150,3
518550,161850,3
521750,152650,29
523250,147350,3
523350,158650,5
518750,161650,5
520050,149750,3
518850,146550,3
521950,148950,4
524150,155650,3
524150,150850,18
524250,171450,6
524250,161750,3
519050,149450,3
519050,152050,3
519050,146550,3
519250,151550,5
520850,150750,17
520950,147250,3
522250,162050,5
521050,163550,15
522250,159450,21
522350,147350,23
519550,171150,6
519550,146750,6
521350,148050,3
522550,159350,6
522550,156150,22
522550,147050,3
524150,148050,3
519550,171250,3
521450,163950,7
521450,146750,3
521450,146950,3
522650,169050,9
524450,167150,3
521550,146850,3
522850,156550,18
519750,149550,35
515050,169050,3
515050,154550,5
515150,154350,6
515850,157150,3
517050,147050,6
517350,157450,3
512850,152250,3
512850,168350,6
513250,151750,10
513250,168150,3
513250,143150,3
514250,145550,4
514250,167150,5
514850,168350,3
514950,152050,14
514950,145850,46
512250,142450,5
512250,142750,3
514550,147650,5
514550,149550,3
512350,142450,3
512450,145650,8
512550,145850,14
529950,152450,33
530150,152350,62
530250,165250,3
530350,152850,3
530350,162750,4
530450,165450,10
530450,167150,6
530150,160850,3
530450,165750,3
530550,151750,11
532150,155350,3
532150,153150,3
532850,153550,33
532850,155750,6
532850,160450,4
532250,156050,34
532250,163850,32
532250,155250,4
532250,152050,7
530850,155050,3
531250,159250,6
532250,152850,3
532750,157750,13
531350,159050,12
532350,156150,42
532350,155550,52
532950,151850,27
531550,163850,4
533150,154050,22
532450,167750,3
532450,151750,23
532750,151450,3
531850,163650,21
531850,151550,3
532950,155750,3
532950,155150,4
531950,155350,21
531950,155850,3
532050,152150,22
530150,167350,3
530250,167450,4
530350,162550,11
529850,152150,3
524850,147950,27
525250,171950,15
525350,153550,7
525850,156750,9
525850,156650,5
525950,163450,9
526250,152550,19
525450,160550,10
526450,151450,51
526550,150050,10
526650,151650,52
526950,155650,3
527050,151850,23
527150,167850,3
527950,151350,90
527950,152150,3
528550,162850,30
528550,159350,7
528550,167350,3
529050,168750,23
527250,161550,24
528650,168050,24
527250,155450,6
528050,153850,4
528650,156350,4
528650,159650,10
528650,161450,5
528650,152450,25
527350,155450,4
528150,152750,9
529050,155150,3
528750,159850,31
528750,152450,48
528750,168250,7
528750,159950,7
527550,151950,48
527650,151550,74
528850,160050,3
527750,165150,3
528450,152450,84
529650,155250,3
528450,168650,3
529150,155150,4
525550,153550,6
525550,160650,5
525550,160350,3
525650,171850,3
526050,150850,3
526150,151150,5
524650,148450,57
525750,150750,12
526250,151150,3
524750,152350,22
536350,165350,3
536550,161650,3
536350,160350,5
536350,159850,28
536750,154250,93
537750,151150,134
537350,153750,24
537450,152150,64
537050,153250,98
537450,165850,5
537850,157050,3
537850,153950,3
537850,159050,6
537850,160650,3
538050,158250,3
538150,153250,66
537150,151450,3
537650,151750,142
536250,167850,15
536250,159350,25
536350,164950,3
533350,152150,8
533350,153950,7
533750,153950,60
533750,156150,21
533950,156450,6
533950,156650,7
533450,160550,3
533650,155550,3
533650,156150,3
533950,156550,6
533950,165550,3
533950,154750,12
534250,154050,88
535850,155650,3
534850,161450,3
535350,154250,70
535950,154150,26
535950,154450,17
536050,158250,3
534350,154550,40
534950,155850,3
536150,154250,4
534350,159450,3
535950,163550,3
535050,154050,48
536050,165350,6
535950,158150,3
535950,152650,19
534550,153550,3
534650,161450,10
535650,155650,3
534750,155150,3
535950,159450,4
533250,160350,8
533250,154250,53
533850,165550,3
539850,154150,4
539850,157550,4
540050,151250,42
540150,154850,19
540150,163150,3
540350,151650,26
540350,151150,15
541550,167450,3
541550,167650,3
540650,157050,11
540650,151450,18
540650,155850,7
540650,155150,4
540750,154850,5
541150,155250,8
540750,155950,10
540750,154950,14
541750,156350,3
540450,151350,46
540450,155950,9
540450,163050,8
540450,165150,5
541950,161450,3
541950,161650,9
541950,156350,26
541950,157050,6
540850,151450,18
541250,158750,3
541350,151250,3
540450,151550,13
540450,153150,3
540850,165550,5
540550,163050,7
540550,151050,4
540550,154950,3
