"x","y","h15ptot"
538350,151350,73
538450,155150,9
538450,156250,13
538450,166150,3
538550,159050,9
538550,155950,7
538550,152050,13
538250,166050,3
538550,159250,3
538550,152250,3
538650,157050,12
538650,153250,42
538650,153050,45
538650,151750,67
538650,152350,108
538650,157150,3
538850,165650,5
538850,166250,20
539150,165750,6
539150,160150,36
539150,153150,17
539150,153750,4
539650,152950,146
539650,153750,7
538950,167650,25
539450,171950,5
539550,171450,3
538750,166450,14
538950,153150,3
539250,151950,13
539550,152850,47
539450,159350,3
539450,157450,3
539050,155550,17
539250,150950,3
539350,155250,25
538850,167450,6
539350,159350,7
538850,165850,4
539350,156750,3
538350,153350,157
538350,151050,3
547050,156150,10
547450,149050,5
547550,149050,19
547550,158650,3
547550,163250,3
547550,158150,5
547550,168250,3
549950,161050,3
549950,147850,5
550050,148050,3
547850,160950,14
549350,162550,3
550050,166750,3
550150,168350,9
547850,152350,3
548750,160550,13
549350,151350,3
549450,166250,6
550450,163850,4
547950,149350,8
550650,168350,23
548850,160650,11
548850,148450,7
549550,156450,12
550250,152050,3
550250,169450,5
550250,167750,3
548050,154250,4
549650,147850,12
550550,163650,3
548150,161150,3
548150,166250,3
548950,152950,3
550150,160050,6
550150,172050,4
548250,148750,3
550350,158750,8
550350,149750,3
549150,160650,3
549850,156650,3
550250,147850,3
548550,153450,3
549250,161550,3
548550,149250,6
548550,149150,3
546850,160150,3
546950,149150,27
547250,156350,9
547250,158150,23
542150,155250,4
542150,152150,5
542350,150450,3
542350,152550,3
542350,152050,6
542350,153050,4
542850,152150,12
542850,156050,3
542850,161050,3
542650,151250,3
543150,151550,4
543350,152450,3
543450,166650,6
545750,154750,6
545850,155950,3
543550,151650,7
543550,149750,3
544350,155650,3
544350,153750,3
545850,162450,3
544550,149450,54
544550,165950,3
545250,150050,3
545350,150250,3
545950,171150,5
543850,171050,5
543850,152850,3
545450,154350,5
545450,164850,6
544750,166550,3
545550,150450,6
546450,170950,3
543950,164250,3
545550,151650,3
544150,152150,3
544950,170250,9
545650,158750,6
544950,150650,3
545750,149850,3
546450,162150,3
546550,153850,3
544250,166650,3
545750,156350,3
545750,153550,3
546050,160150,3
546050,150550,3
542250,151650,5
542450,169450,13
542650,164450,3
542750,152750,3
542750,164350,3
542150,164150,8
553650,165850,3
553750,147850,36
553850,147950,12
554050,147850,16
554750,145750,12
554250,146150,113
554250,146550,32
554850,151550,6
554350,154750,23
554150,147650,13
554150,165150,9
554150,157550,7
554950,151650,8
554350,163950,3
554150,148450,3
554650,150550,3
554950,163950,3
553750,152150,3
551250,146950,3
551750,167350,3
552050,162150,3
552050,154650,3
552150,147550,3
552150,147050,3
552250,147050,3
552250,159950,3
553350,160150,7
553050,152850,7
553050,159950,3
552450,147650,3
552850,148150,3
552850,161050,3
552550,169350,3
553250,157850,27
552650,163850,3
553250,155750,3
553450,165850,3
550750,168950,12
550750,168150,29
551350,153550,3
551550,154550,3
550850,163750,3
554950,151150,11
554950,146350,3
541650,151350,3
540450,155050,3
540550,154550,9
535450,154650,6
524750,148450,10
536050,152050,9
536150,157850,3
544850,153450,3
541150,155850,3
538850,150850,4
552550,159350,3
528950,161350,3
550650,156950,3
526750,152950,3
515250,147650,3
518450,169750,3
513750,149550,3
521750,147250,3
521250,148750,3
512950,151350,3
525350,150750,3
551350,166650,3
549450,166850,3
542850,157150,4
540750,162050,3
540950,151150,14
536750,165250,3
538950,152550,3
551550,171150,3
532850,155150,3
515250,154250,5
515550,154450,10
515650,146650,7
515650,147150,9
515650,147250,9
516650,148150,3
515650,146350,11
515750,146550,3
516850,146850,4
516850,158550,3
517750,146850,3
518150,161650,3
518350,148050,8
518350,170550,3
518450,147850,3
523050,157250,3
523150,154950,15
523250,158850,3
523250,147450,5
518550,170050,3
519750,149450,7
521750,148950,39
521750,149250,22
521750,148650,47
518650,150150,3
518750,161950,3
519950,171550,9
521750,153050,3
518850,149650,3
518950,149150,3
524250,147950,6
519050,149550,5
519150,151450,13
520650,165750,3
523450,158850,4
519150,151950,3
519150,151150,15
520850,162350,4
520950,162150,4
520950,163550,3
520950,163950,3
524050,171550,3
519250,151350,25
519350,149550,9
521050,147950,4
524350,162150,7
519450,149350,24
521150,148050,3
521250,163350,7
522350,164550,3
522450,147050,3
519550,149750,35
519550,151450,3
521250,162750,3
522550,159150,5
524450,152050,3
521550,149150,5
521650,149250,6
522850,156350,19
522950,156350,3
523650,156550,3
521650,148650,29
515050,146050,6
515150,156850,5
515450,154650,4
516150,146450,26
513050,150150,4
514050,147550,5
513350,151450,44
514250,168750,3
514350,145550,77
514950,168350,5
512050,142650,6
513450,150350,6
512150,142150,3
512250,142950,6
514350,145750,32
514350,146450,4
513750,144950,3
513750,146850,13
530250,161950,8
530250,163150,6
530250,167050,19
530150,162350,8
530150,151850,4
532650,156350,39
532650,153450,65
530750,159050,40
530750,158950,15
531150,152750,8
531150,154050,7
532050,151350,12
532150,155650,90
530750,161050,3
530750,153750,3
532250,151750,10
533050,161650,3
533050,151850,15
530850,160850,8
531350,160950,7
532250,152450,9
532750,152550,4
531350,161150,7
532950,161450,3
530850,153950,3
531450,151750,13
532350,163550,3
532350,153250,15
533050,160050,3
533150,160550,16
533150,160050,8
530950,158850,10
531650,151950,5
531750,163650,20
532450,155450,58
531750,151550,8
531850,151350,11
532050,151450,11
524750,150950,9
525250,153450,6
526250,151250,4
526250,172050,3
526050,150150,90
526350,169850,3
526450,150950,3
526450,152350,15
526450,150850,4
526450,158650,3
526550,171750,14
526750,161250,3
528950,168050,12
528050,152950,3
529250,153050,5
529450,155350,11
529550,152450,56
528150,167650,3
528150,152150,3
528250,162550,5
528750,163550,3
529250,153350,3
529350,153750,16
527550,152450,4
528750,157550,3
529150,152450,13
527650,155650,10
527750,153150,20
528450,167650,7
528450,163150,10
528450,167750,3
528450,152950,3
528450,152050,7
524450,158750,3
525050,154350,6
525050,150950,3
525150,154450,3
525150,154250,3
524650,162150,3
525150,160250,3
525750,153250,5
526150,152450,3
526250,156150,3
524750,150850,5
536350,152550,107
536450,159750,7
536450,153150,155
536650,154250,63
536750,154450,61
536850,153750,28
537950,156050,16
537950,155950,25
537350,162750,5
537350,151950,20
538050,155250,3
538050,153450,286
538050,156050,11
537350,152050,48
537350,165950,3
537350,156550,3
537850,151850,133
537850,151250,3
537550,151350,52
538050,163050,3
537550,162850,15
538150,156450,7
537950,153050,198
537150,154450,232
537650,152750,19
537650,150950,13
538150,152350,3
536550,156850,3
533350,158750,9
533350,154750,53
533650,153250,79
533950,156850,5
534050,155350,11
535750,152750,89
534750,152850,66
534750,166750,3
535250,167050,8
535250,154750,20
535250,154450,53
535350,153750,50
535950,154250,19
536050,157150,18
536050,157350,62
536050,154650,14
534350,166250,3
534350,153650,117
534950,154450,20
535350,155450,3
536150,156950,13
536150,170250,6
536150,153850,66
536150,156750,6
536150,165450,11
536150,159550,31
536150,153050,30
535850,158850,3
536050,165450,8
535550,153550,33
534550,155050,3
535550,157150,3
535650,153950,80
533250,153350,93
533250,160450,8
533550,154650,33
540150,153350,12
540150,152250,28
540150,151650,19
540150,152550,35
540150,152350,14
540250,154050,4
540250,151050,4
540350,156450,12
540350,152050,4
540350,155050,22
540750,150950,80
540750,157050,17
541150,167450,10
541150,156450,3
541650,156250,3
540750,156250,8
541850,161550,12
540450,162750,20
540750,151650,3
541250,155250,15
541350,152350,4
541350,155650,4
541350,172050,6
541350,156650,5
540550,152050,11
540550,155750,6
541450,156550,6
541750,152850,24
540950,155350,4
541450,155550,40
541950,156850,3
542050,156050,13
542050,155250,4
539750,153050,100
539750,152550,6
540050,150850,3
538250,154050,74
538250,152550,56
538350,152450,78
538350,152550,72
538450,150950,3
538550,155250,6
538250,158250,6
538550,165450,34
538550,152550,97
538550,154950,3
538650,165750,21
539450,170650,9
539450,171150,8
538850,158850,10
538950,167150,3
538950,152750,49
539150,151650,118
539650,153950,9
539650,153650,75
538950,154950,3
539450,170550,8
539450,154750,15
539550,153250,38
539550,157450,3
538750,153250,41
538750,167250,3
539550,170950,11
538750,161050,3
538750,166050,3
539550,157550,3
539350,153650,88
539650,157450,4
539450,152150,6
539150,160350,3
539350,163150,3
538350,166050,3
546750,155250,3
547150,148650,3
547550,153850,4
547550,168050,3
547650,158050,3
547650,157350,6
547750,149350,3
547750,162950,3
547750,160950,9
550050,171850,3
550050,155750,3
550150,157050,13
548750,161350,3
550450,163150,3
549450,162650,3
550650,168150,40
550650,168450,32
550650,148150,3
550250,157150,3
549550,149850,3
548150,158050,3
548950,150050,3
549650,154250,3
548250,158150,3
548250,166250,3
549050,157950,4
549050,161150,9
549050,160250,4
548350,166150,3
549750,159450,3
549750,166150,3
549150,163750,4
548550,159150,3
549250,162350,6
548550,160650,3
542350,151450,16
542850,152650,3
542350,152250,11
542650,151550,11
542650,152850,7
543050,151650,4
543150,155950,10
543150,156750,19
543250,156050,3
543350,152350,3
543450,154950,3
545750,154250,6
545850,159950,3
543550,166750,5
544350,150550,9
545850,168850,3
545250,150150,7
546150,154250,4
545250,153850,3
546350,169150,4
545350,149950,3
545350,151550,3
544650,151050,9
545450,148950,17
546250,149350,3
546250,163950,3
543950,171550,7
543950,155750,3
543950,171150,5
544650,150150,5
544050,171650,7
544050,167750,3
544050,171450,6
544850,149850,6
546050,153850,3
545050,149050,37
545650,160050,3
545650,149250,3
544150,151850,3
544250,171250,5
544250,171550,9
545050,149550,3
545750,148950,9
546050,150450,3
542750,155750,3
542150,155950,6
542750,157350,3
553650,146450,3
553650,157150,3
553750,147050,11
553750,147550,10
553950,145950,198
553950,145850,161
553650,146850,11
554050,154850,23
554250,146450,67
554550,147450,3
554850,145850,11
554850,155850,3
554250,152450,3
554350,148350,6
554550,164350,3
554750,163550,3
554150,154750,10
554850,147350,3
554150,159050,3
554650,152550,4
554850,163750,10
554350,146650,8
554650,146550,17
554450,145550,48
554250,164650,3
554950,153250,45
554950,146750,62
554850,163550,3
553650,153950,3
553750,169550,3
551650,162250,5
551850,170550,6
550950,169550,3
550950,146950,3
551050,168650,3
551950,161550,6
551950,156050,3
552350,155750,3
553050,152250,3
552850,166050,3
552850,158150,3
552850,157650,10
553150,146950,7
553150,149850,3
552850,146550,6
553150,146650,14
552850,152750,3
552550,168550,3
553150,157850,3
553350,154150,3
552950,158250,7
553450,163650,3
553450,161950,3
553450,157750,6
550750,165150,3
551750,169350,14
551550,159250,6
551750,170850,3
555050,146350,9
555050,163350,3
541550,154450,3
541350,155950,3
534450,162450,3
539550,167450,3
546150,170650,3
531350,154250,3
525950,156750,3
538350,157150,3
542950,152950,3
515750,157150,3
520550,148950,3
515850,157350,3
543750,166450,3
548950,160650,4
553950,145750,3
554450,147550,3
546850,157150,3
543150,151250,3
553750,148650,3
551550,158850,3
551650,168550,3
515650,154150,3
526850,154750,3
541950,150750,80
529350,155850,3
554550,150750,3
554950,165650,3
553150,160850,3
515250,146250,3
516350,157950,3
516650,148250,8
515650,147450,3
516850,146250,6
516850,146750,3
517650,146950,19
523250,154750,11
519850,150150,5
519950,147050,20
523350,154950,13
523350,147550,6
518750,150350,3
521850,148850,29
523850,164150,3
523950,155250,3
518950,149050,3
521950,151550,3
524150,147850,17
524150,171450,3
520650,147750,3
520650,150550,3
522050,147550,3
523450,164350,6
523450,153750,7
523450,156850,3
523450,158750,3
524050,170850,3
521050,148150,3
521150,147350,3
521250,166350,3
521250,148350,13
521250,163750,3
523650,153450,4
522550,156250,19
519550,155950,3
521450,160550,3
522650,151650,8
524450,171450,3
519650,151550,3
521550,152750,6
523750,147950,16
523750,156750,6
515050,156850,3
515050,145150,3
515150,169150,5
515850,146050,4
517350,148850,3
516050,171750,3
516150,146850,3
512850,143650,15
512950,150150,6
512950,143750,14
513050,149950,3
513950,147150,3
513950,147050,3
514750,145350,59
513150,150450,3
514050,145050,4
514950,152150,10
513350,150350,6
514950,154750,4
515050,169150,13
512550,145550,4
512550,143350,8
513650,166650,4
513850,146850,4
529850,164750,4
530050,161950,3
530150,164850,5
530150,153550,9
530350,151950,9
529950,151950,5
530450,165550,3
530550,151450,8
530650,151850,18
530650,151950,73
532550,155750,24
532550,153750,6
531150,152050,4
532050,158950,25
532150,159050,6
532650,156450,8
532850,161550,5
533050,153550,28
533050,153350,18
533050,157950,11
530850,154050,3
531350,154050,10
532650,153150,3
531350,152950,4
532950,151650,14
532950,161550,7
530850,153550,3
530950,161050,14
533150,153150,30
531650,154750,3
531750,155950,69
532450,152650,10
531750,152350,3
531850,155650,81
531850,151150,6
532450,153450,13
533150,153650,3
531050,159250,5
532850,152950,3
529750,162750,23
529750,162650,11
529750,171650,20
529750,162150,29
529750,156150,3
530050,160250,3
524850,148050,80
524850,153150,3
525850,156550,35
526450,150750,11
526450,155850,3
526550,171850,7
526550,153450,3
526550,171550,3
526650,155550,4
526650,151350,3
526650,150350,3
526850,167750,6
527850,151450,96
527850,151650,67
527950,165350,6
527950,151750,29
527950,165550,3
529050,168250,3
529050,153150,3
529050,152950,4
527150,152150,9
528550,159450,13
528550,162450,3
528050,152850,5
529550,167950,3
528150,152550,82
528350,152350,14
528350,163150,46
528850,162250,8
529150,153550,11
527650,151750,3
528850,162350,8
527750,152050,33
528850,169050,5
528850,153150,3
528450,162950,7
528950,167350,3
528950,157950,8
524550,158450,5
526050,163550,3
536250,154250,15
536450,157150,26
536450,170250,6
536650,152550,33
536650,153650,70
536650,159350,10
536850,153250,121
537950,153450,110
537950,165350,39
537250,153050,148
537250,153650,13
537750,165750,3
538050,154850,3
537450,162750,14
537750,160050,3
537850,165750,7
538150,154050,74
538150,155950,12
537050,153050,126
537050,152850,31
537450,153250,3
537850,153750,97
537850,159250,4
537150,159750,3
537150,152150,75
537150,151950,99
537150,152050,66
537950,160250,21
537650,154650,149
537150,162250,3
537950,157450,3
537250,162750,10
536550,168150,3
533350,153750,3
533750,157150,5
533650,156750,18
533750,154550,60
534050,155550,25
534150,155150,17
534150,154150,105
534150,154750,38
535750,152150,18
535850,165050,3
534250,164550,6
534250,154450,118
534250,156650,3
534750,154750,77
534850,155250,4
535350,153950,11
535950,170550,7
536050,154450,18
534350,157050,3
534850,154550,16
534950,155250,13
534350,156350,7
534950,156050,3
534950,154750,10
534450,156250,13
534450,162350,6
535050,159150,3
536050,152150,13
536050,152950,102
535150,153950,11
535550,152250,32
534550,160850,3
535150,155650,5
534650,153650,8
536150,161350,3
535750,167550,3
533250,154350,26
533250,158850,3
539850,152550,29
540050,155250,47
540150,151850,49
540150,151950,50
540150,152850,13
540150,154050,6
539950,154250,132
540250,154850,4
540250,161050,6
541550,167550,10
541550,151850,12
541650,154550,8
541650,154750,3
541150,151250,3
541250,151350,5
541850,151750,19
540450,151750,16
540450,165450,6
541250,152050,3
541250,150950,3
541250,152350,34
541950,169350,8
541950,151050,8
540850,154650,5
540850,155850,12
541250,156550,3
541350,161650,5
541350,151050,3
540550,154050,67
540550,155050,7
541050,156250,3
542050,164250,9
540650,152450,13
539750,153550,37
539750,152750,97
539750,163850,3
539950,150750,3
538250,155650,5
538550,153050,86
538550,159750,13
538250,157050,61
538250,160350,9
538250,156250,7
538350,152050,13
538450,151250,59
538550,153850,22
538550,159950,3
538650,165950,19
538650,151150,55
538650,167550,3
539450,154050,104
538650,154950,61
538750,157050,5
538750,151950,62
538950,160050,3
539450,170450,7
539550,154050,33
539550,152950,49
539550,153450,163
539550,157350,9
539450,154650,3
539450,152350,8
539450,151550,20
539050,160950,4
539050,159750,6
539550,155250,82
538750,159150,3
539050,155050,223
539050,157050,5
539350,159250,3
539650,157350,4
538850,159150,7
539350,157250,4
538850,155450,4
539350,155950,3
547050,156350,5
547350,149150,4
547650,166850,3
550050,156850,5
547950,149150,4
548750,149150,9
549350,150150,5
550450,147850,9
550450,162950,3
550450,163950,10
550450,169150,3
548050,161050,3
549550,156650,5
550250,168650,4
548050,152850,3
548050,155750,3
548850,164150,3
548950,161350,12
549550,164050,4
549650,158250,22
550450,150850,3
548150,152950,3
548950,148450,3
549650,164550,3
548250,153050,3
548250,149250,3
549050,158150,6
550350,152050,4
549050,153650,3
549750,155650,3
549750,156550,3
550550,147550,3
549150,157750,3
549150,161850,3
549850,155050,3
549850,161450,5
549250,155850,3
549950,158550,3
549950,158750,4
548550,149750,4
547250,157950,3
547250,162550,3
546950,154850,3
542850,150450,3
542150,164750,4
542250,151550,15
542350,169150,3
542650,161250,11
542650,151650,8
542650,152350,6
543050,155850,12
543150,151950,3
543250,156350,7
543450,157650,3
543450,151750,5
545750,148850,18
543550,155750,5
543550,151250,4
544350,149850,3
545850,150350,4
545850,163050,3
543650,155150,11
543650,166550,9
544450,150250,5
545250,159150,3
543750,166850,7
545950,154550,33
544650,171650,5
543950,171650,8
543950,156350,4
544750,171850,3
545450,149950,3
544750,152350,3
545550,148650,3
545550,149850,3
546050,154850,3
546050,168650,4
546050,154350,10
544150,149450,8
544950,149050,46
544150,150050,10
544950,151450,3
546450,160950,3
544250,149650,3
545050,154650,3
546050,168950,10
546050,150850,3
546050,160250,3
542050,164150,8
542250,151250,5
542450,150350,4
542650,152150,3
542050,155150,3
542150,164050,4
553650,154850,3
553650,156150,3
553850,147850,14
553950,145550,101
554050,145650,71
554750,146950,48
554050,165150,8
554250,146750,36
554250,164450,3
554250,145750,123
554550,147950,17
554550,148450,7
554550,148250,3
554350,145650,146
554350,164850,3
554550,150350,3
554350,158250,3
554850,148650,3
554150,148850,7
554650,165950,3
554950,146250,11
554750,154150,3
554850,146950,10
554450,164550,3
553550,147050,4
550950,147350,4
551250,157050,3
551850,170850,3
551050,169150,18
551650,171250,3
551950,154450,6
552250,157650,28
553250,146850,9
553350,153250,9
553050,166550,3
553450,146750,5
552450,166150,12
552850,147850,6
552850,158250,3
552950,147450,45
552950,148150,10
552950,147050,20
553250,157550,9
552650,156150,3
553250,147850,3
553250,146550,3
551050,151950,3
551350,159450,3
550750,156250,3
550850,165250,3
551450,147550,3
551550,169250,10
551550,159150,5
551550,146750,3
547050,149850,3
541550,159850,3
527750,163250,3
538650,153650,8
514950,146750,3
533250,157950,3
530550,163050,3
541350,155350,9
519250,149150,3
526950,152350,3
512450,153150,3
524250,150750,3
520650,147850,3
521250,147850,3
524350,167150,3
545050,153850,3
548650,170050,3
549450,152050,3
550650,152350,3
546950,154650,3
543450,152250,3
517350,158550,3
543950,149950,3
527650,166550,3
541750,156650,3
546550,165750,3
553950,161350,3
538250,167650,3
549450,148850,3
548950,163750,3
549750,164850,3
532450,153050,17
548450,158950,3
515550,145850,37
515650,145850,3
515850,146650,17
517750,148850,3
518250,148150,25
518250,148050,13
518250,155950,3
518350,148150,3
518350,151150,3
518450,161350,4
523250,154950,10
523250,158650,9
523250,164050,12
518550,161950,4
519850,148050,3
521750,149150,25
523250,147950,4
518850,149550,5
521850,149250,23
523750,147750,38
523950,147950,7
523950,150850,3
518950,149650,3
520250,150350,5
520350,152750,3
524150,148750,30
524250,150850,10
519150,149550,6
520550,150450,8
520550,156250,3
520850,146950,3
522150,159250,9
522250,159150,12
519350,149950,39
524350,152550,3
519350,149850,5
519350,150450,3
522450,151650,14
521250,156250,3
521350,148150,4
519550,156050,3
524350,149250,3
524450,148650,43
519650,150750,3
523650,156650,3
519750,166450,3
521650,163950,3
515050,154650,23
515050,168450,7
517150,146350,5
512850,150150,5
513050,149850,3
514750,151850,3
514750,146150,3
514850,150350,3
513150,148950,3
513150,151750,8
513250,151450,25
514050,151450,3
514150,166950,3
514150,146250,3
514250,169950,3
514250,167050,3
514350,167150,11
514850,148050,8
512050,145950,3
512150,142650,15
514450,167050,7
512450,153050,6
512450,152750,3
512550,148050,3
512650,142750,8
512650,146350,6
513650,149250,3
530050,162250,8
530150,162250,3
530450,161950,11
530550,161650,88
532550,152050,9
532550,153550,18
531150,158650,3
531150,161350,15
532050,151650,9
531150,154450,5
532850,158650,4
532850,157750,14
532850,157050,3
533050,153850,103
533050,157850,11
533050,161150,3
532350,163950,7
532850,151650,3
532350,153850,3
533150,160250,4
531650,152050,3
531750,151450,3
532750,155350,3
531750,154550,8
531850,163450,4
531850,152250,4
529750,171850,4
529850,162450,7
524850,148150,37
525250,154850,3
525250,153050,3
525950,156650,8
526250,152650,3
526250,156650,3
525050,152750,3
526450,158150,3
526650,151950,6
526850,153050,8
526950,150750,8
528950,152550,3
528950,167950,18
527150,152350,3
528550,162550,4
528550,162050,38
529050,162050,3
527150,151250,3
528550,152150,21
528650,159450,10
527250,154850,4
528150,152450,15
527350,158050,3
528150,151750,3
529050,157550,6
528750,157950,3
528250,153650,3
528250,153850,3
528750,156350,10
528350,163350,12
529450,171350,3
529450,172050,4
527750,151650,49
528450,167850,6
527850,151850,5
524450,157950,3
524550,148250,12
525050,152850,3
525050,160950,3
525150,149050,3
525150,160350,3
525150,149350,3
525150,160150,7
525550,154050,3
526150,150250,48
526150,156750,4
524650,158750,17
525250,160350,3
524750,152250,7
524750,152450,14
536450,161150,10
536450,154250,95
536450,154150,61
536450,160150,4
536450,165150,3
536450,154450,114
536350,161150,8
536750,152550,37
536750,152350,5
537950,165450,14
536950,152050,116
537350,153050,133
537350,162250,3
537750,156750,9
537750,152250,87
538050,151950,128
538050,156450,8
538050,165350,15
537350,171650,3
537350,153850,99
537750,153250,113
537750,156250,3
537450,162850,13
537050,152550,92
537050,161250,10
537850,152850,99
537850,155450,3
537450,152550,4
537850,162550,6
538150,153450,149
537050,152750,4
538150,157050,31
537850,151350,3
537650,162750,13
537650,167050,3
537950,156650,5
536550,161150,12
533550,154850,3
533750,155050,40
533950,164250,7
533450,152150,12
533850,152250,13
533850,154750,5
533950,168850,6
533950,156350,10
533950,166350,3
534050,153450,3
534150,156050,9
534150,156550,15
534150,153950,91
535850,152950,55
534250,166250,5
535250,155150,6
535250,154350,48
535350,154150,9
535850,165250,3
534850,155450,3
535350,156550,10
535350,156150,7
536050,153750,21
535350,153850,59
536050,167550,3
536050,167850,12
536050,167950,10
536150,165350,19
536150,154750,27
536150,167850,8
536150,167950,16
535950,170650,5
534450,154850,20
534450,162150,6
534450,169050,3
535050,155650,3
535450,153950,90
535050,166950,8
535050,167050,3
535450,153550,14
535550,156950,10
536150,152850,89
534550,153750,61
535150,158950,5
535150,167150,12
535950,152950,73
535150,156350,3
535650,154350,3
536050,160150,16
535250,153950,16
533850,156150,27
533350,160050,3
533350,160250,3
539950,150950,48
540050,154950,100
540150,152450,15
540250,155950,6
540350,151050,4
540650,151750,60
540750,155850,8
540750,155150,10
540750,156350,14
541150,162950,4
541150,165250,3
540750,155750,3
540750,152150,6
541850,156250,4
541850,157350,3
540450,156050,10
541950,156750,16
540450,152150,13
540850,165750,5
540850,153650,4
541850,172050,3
541850,151950,4
541350,161350,5
541350,161550,4
541950,156150,3
540950,155150,9
541750,152650,20
541050,151550,14
541050,154550,6
542050,161550,3
542050,152150,12
542050,169750,11
541550,169150,3
540650,156350,3
540050,154050,13
538250,153550,126
538250,153250,36
538550,152350,119
538450,159450,6
538450,153550,3
538650,155750,8
538650,166850,3
538850,152150,126
538850,160950,12
538850,161050,17
538950,167350,12
538950,151350,3
539150,166350,3
539650,152550,97
538650,152050,10
538750,167650,36
538750,159950,7
538750,165750,12
538950,159650,12
539150,166150,3
539550,151350,27
539550,154550,28
539450,150850,7
539050,165450,3
538850,154750,107
538850,159750,4
539550,156450,3
538250,155750,3
538350,151650,30
547450,158550,6
547550,153650,3
547150,162550,3
547150,157850,3
547650,154550,3
549950,155650,3
549350,161650,18
549350,161750,3
550150,166750,5
547850,148250,3
550450,169650,3
549450,148250,3
549450,163350,6
548050,149250,3
548850,147950,7
548850,160750,29
548850,163850,3
549550,147550,3
549550,157850,5
550550,153250,3
548950,168750,3
549650,158350,23
549650,150350,43
549050,155050,4
549050,161250,10
549750,147150,3
550350,166750,3
550350,151950,4
548350,153350,8
549150,164150,3
549150,155850,3
549850,164250,3
549850,158450,5
548550,152750,3
549250,162250,3
549250,161950,5
548550,160350,3
546850,156150,3
547250,156750,3
547250,149250,3
542350,161450,5
542350,161350,10
542450,151850,7
542550,153350,5
542850,171650,3
543250,150250,6
543450,156750,3
543450,151950,3
543450,171750,3
545150,170350,5
545150,159050,3
545850,148950,3
543550,151750,3
543650,155650,4
543650,156450,3
544450,150050,5
546150,163250,3
546150,149950,3
543750,164350,12
544450,161950,3
546350,152550,8
545950,155050,5
545950,164650,5
543750,151450,16
544650,150350,3
545550,166050,3
546450,171050,3
546450,160850,3
544850,150250,5
545550,166350,4
544150,149850,10
544850,155950,3
544850,152150,3
545650,154050,3
544950,150550,3
542650,150750,4
542250,153450,3
542750,152150,6
553650,146550,24
553750,147450,5
553950,155950,3
553650,165950,5
553750,157650,3
553750,160050,3
553850,169450,3
554050,146850,8
554050,158050,3
554750,146250,17
554450,155350,3
554450,163950,3
554450,145750,13
554550,148050,10
554750,164250,3
554750,153650,4
554250,171750,3
554250,147450,3
554850,152650,18
554550,145650,44
554350,151550,3
554150,145550,14
554650,147050,6
554650,148150,15
554150,166450,3
554150,157750,3
554950,146950,136
554450,156350,3
553650,148450,3
551250,169450,9
551250,164950,5
551550,163450,3
551650,169850,3
551850,161350,4
551850,154450,3
551250,169050,26
551650,169050,3
551950,156150,3
552150,157650,7
553350,157750,14
552650,146850,24
552750,146950,25
553050,163750,3
553050,146550,3
553350,147850,3
552250,155750,3
552350,146850,26
552350,147550,3
553450,147750,7
553450,153950,3
553550,156050,6
552850,147550,16
553050,150950,3
553150,160050,6
553150,147350,4
553150,149750,3
552450,146950,10
553150,164150,4
553450,149750,3
552550,154750,3
552950,157750,5
552950,148050,4
552950,157950,21
552650,160750,3
552650,164950,3
552950,153050,3
553250,157450,5
550750,168650,46
550750,168450,28
550750,168050,3
551450,169550,3
551750,167550,9
550750,169150,3
551550,147450,4
550850,150950,3
554950,163450,11
547150,152550,3
541750,153550,3
536150,155150,10
529450,155950,3
526150,151350,3
535950,163450,3
534650,155750,3
533350,157050,3
531550,163650,3
524650,148750,3
521750,149350,5
550650,156850,3
542950,150250,19
515250,147250,3
513550,148650,3
517350,148950,3
520050,170650,3
520250,146150,3
530350,169550,3
522550,158150,3
524350,158850,3
515550,149450,3
529750,155350,3
524850,158050,3
550150,160250,3
546950,150950,3
554850,153150,8
539750,160550,3
547050,162050,3
536150,158050,3
547150,154350,3
515250,154850,3
515250,148650,3
515550,147750,6
515550,146750,5
517450,148250,3
517450,148450,3
515350,156950,3
515850,146550,6
515850,145950,4
517650,148650,3
517850,150450,4
518250,151050,3
518350,161850,3
518450,161450,17
523050,154950,3
523150,163950,3
518550,158250,3
523350,147650,5
520150,149150,3
523950,148050,18
523950,155450,3
523950,152050,5
523950,148650,3
518850,150050,3
520250,157050,3
519050,146450,5
519150,149850,8
520550,147350,3
520750,165850,10
523450,147550,4
520850,147150,3
520950,147550,10
522150,155150,3
519250,150050,3
522350,158950,3
522350,155850,9
524350,147950,5
522350,156250,3
522350,152150,3
523450,151750,3
523550,147950,3
521350,146950,3
522550,158850,3
519550,147050,3
519650,149950,105
521450,148350,6
521450,147350,3
524450,148750,48
521550,152350,8
519750,149350,3
515050,145850,42
515150,168450,3
515450,145950,3
515950,148050,4
517050,149550,3
517150,147050,12
517150,149650,3
515150,145450,21
516050,152250,3
516250,153750,7
513050,144450,5
514750,147550,4
514850,169250,6
513150,151850,6
513250,143050,3
512050,142750,8
512250,142650,3
512550,146350,4
512650,142650,8
529850,171550,6
530150,152250,41
530450,166750,3
530550,151550,11
530650,151650,3
532650,156250,61
532050,152850,22
532150,156150,24
532150,158950,7
532650,157650,3
532150,151150,4
532150,151550,23
532750,155650,29
531350,156250,3
530850,152650,4
530950,153750,15
531450,160750,3
531450,163850,3
531450,163650,4
533150,158650,7
533150,154450,3
530950,154050,6
531750,157650,9
532450,151850,17
